121783039;;False
122048361;Avenida Francisco Sá Carneiro;True
122411371;;True
122351774;;True
122412331;;True
122412330;;True
122411594;;True
122411595;;True
122411598;;True
122411599;;False
122411600;;False
122411977;;False
122487953;;False
122487959;;False
122487960;;False
122487969;;False
122487964;;False
25411597;;True
137734582;;True
137734576;;True
137734593;;True
300191236;;True
300191238;;True
300191239;;True
300191241;;True
300191243;;False
300191244;;False
300191245;;False
300191254;;False
