14327260;2218529687;3385332341;
14327260;3385332341;2222190625;
14327260;2222190625;137884299;
14327318;137882131;2222190811;
14327318;2222190811;1594804691;
14327318;1594804691;2218529670;
14327438;137896681;2307191876;
14327438;2307191876;2222393786;
14327351;137882131;2208476303;
14327351;2208476303;2208891172;
14327351;2208891172;2208891134;
14327522;2307219720;137901873;
14327522;137901873;137901874;
14327522;137901874;2308839816;
14327522;2308839816;3387931893;
14327522;3387931893;2308839857;
14327522;2308839857;3387931894;
14327522;3387931894;1788785403;
14327522;1788785403;25632432;
14327868;137903872;2307244292;
14327868;2307244292;2307244299;
14327868;2307244299;2307244305;
14327868;2307244305;1788785115;
14327868;1788785115;2925345692;
14327868;2925345692;137896681;
14327876;137896681;2925430330;
14327876;2925430330;2925430342;
14327876;2925430342;137903876;
14327876;137903876;2925398536;
14327876;2925398536;137903879;
14327876;137903879;2208891134;
14333474;138220019;3392711327;
14333474;3392711327;2246222552;
14333474;2246222552;2246222551;
14333474;2246222551;2246222547;
14333474;2246222547;2246222549;
14333733;138230335;138230334;
14333733;138230334;2927035119;
14333733;2927035119;2927035117;
14333733;2927035117;2927035126;
14333733;2927035126;138230332;
14333733;138230332;2204210205;
14333733;2204210205;3387597081;
14333733;3387597081;3387597086;
14333733;3387597086;2076734382;
14333733;2076734382;2204179799;
26207889;111481848;2356376617;
26207889;2356376617;3392710692;
26207889;3392710692;2207399542;
26207889;2207399542;111481561;
30405423;25632372;475052386;
30405423;475052386;25632361;
31060211;25620518;345295625;
31060211;345295625;2852022741;
31060211;2852022741;2852022761;
39658536;475405130;3695780373;
39658536;3695780373;2937881611;
39658536;2937881611;475405131;
39658831;475410116;1788785406;
39658831;1788785406;3891282335;
39658831;3891282335;3891282336;
39658831;3891282336;3690885656;
39658831;3690885656;2293611903;
39658831;2293611903;2473711658;
39670508;475568776;475561984;
39670508;475561984;1684844117;
39670508;1684844117;475561985;
39670508;475561985;475561986;
39670508;475561986;475561987;
39670508;475561987;2255178516;
39670508;2255178516;2255075997;
39669069;2213482387;2213482379;
39669069;2213482379;2213482407;
39669069;2213482407;2213482442;
39669069;2213482442;475548530;
39670043;2213131520;475556854;
39670043;475556854;475556853;
39670043;475556853;475556852;
39670043;475556852;3391597632;
