24809544;269542961;269542962;
24809547;269542970;1225507841;
24809547;1225507841;1225507909;
24809547;1225507909;1225507957;
24809547;1225507957;1225507856;
24809547;1225507856;675327740;
24809547;675327740;269542971;
24809547;269542971;703140740;
24809547;703140740;1238500217;
24809547;1238500217;1225507934;
24809547;1225507934;1225507810;
24809547;1225507810;269542972;
24809547;269542972;1225507920;
24809547;1225507920;675327742;
24809547;675327742;269542973;
25338162;276085111;276085170;
25338162;276085170;269542970;
25338277;276086227;276086228;
25338277;276086228;276086210;
25338175;675417329;276085280;
25338175;276085280;276085117;
25338171;276085115;276085269;
25338171;276085269;675417329;
53411577;675314822;1474141258;
53411577;1474141258;1474141257;
53411577;1474141257;1474141256;
53411577;1474141256;675314750;
53411577;675314750;1474141260;
53411577;1474141260;675314747;
53411577;675314747;675314743;
53411577;675314743;675314696;
53417432;1238500496;1238500233;
53417432;1238500233;1238500513;
53417432;1238500513;1238500258;
53417432;1238500258;1238500209;
53417432;1238500209;1238500493;
53417432;1238500493;1238500470;
53417432;1238500470;675319741;
53417457;675327767;675327740;
53417456;675327759;675327761;
53417456;675327761;675331688;
53417502;675331688;675331691;
53417502;675331691;1238500478;
53417502;1238500478;1238500236;
53417502;1238500236;1238500558;
53417502;1238500558;675331694;
53417502;675331694;675331680;
53417429;675316273;1958593889;
53417429;1958593889;2793995272;
53417429;2793995272;675319618;
53417429;675319618;2793995271;
53417429;2793995271;675319609;
53417428;675319587;675319609;
53417796;2712296884;2712296881;
53417796;2712296881;1225491787;
53417796;1225491787;1238500273;
53417796;1238500273;1225491795;
53417796;1225491795;1238500322;
53417796;1238500322;1238500433;
53417796;1238500433;675362582;
53417796;675362582;1238500320;
53417796;1238500320;675362584;
53417796;675362584;1238500286;
53417796;1238500286;1238500491;
53417796;1238500491;675362569;
53425746;675417329;4095223893;
53425746;4095223893;1958593855;
53425746;1958593855;2864993794;
53425746;2864993794;675319721;
53425746;675319721;1240255174;
53425746;1240255174;1240254888;
53425746;1240254888;1240255162;
53425746;1240255162;675417331;
53425746;675417331;1240255560;
53425746;1240255560;1640717541;
53425746;1640717541;1238500421;
53425746;1238500421;675417333;
53425746;675417333;1238500241;
53425746;1238500241;675319762;
53425746;675319762;2681434537;
53425746;2681434537;2689975887;
53425746;2689975887;675413823;
56018160;675387662;2689975932;
56018160;2689975932;1225507840;
56018160;1225507840;1238500274;
56018160;1238500274;1238500501;
56018160;1238500501;703140740;
104687122;1207537392;1207537397;
104687122;1207537397;1207537396;
104687122;1207537396;1874678979;
24809554;276086227;1874678929;
24809554;1874678929;269543062;
24809554;269543062;1214722849;
53411579;1479367773;1479367775;
53411579;1479367775;1868051379;
53411579;1868051379;1479367778;
53411579;1479367778;1225507814;
53411579;1225507814;1225507743;
53411579;1225507743;1225507923;
53411579;1225507923;1225507797;
53411579;1225507797;1225507766;
53411579;1225507766;2082532359;
53411579;2082532359;2082532358;
53411579;2082532358;1225507847;
53411579;1225507847;1225507941;
53411579;1225507941;1225507902;
53411579;1225507902;1225507753;
53411579;1225507753;1225507933;
53411579;1225507933;1225507931;
53411579;1225507931;2082532357;
53411579;2082532357;1225507955;
53411579;1225507955;1225507838;
53411579;1225507838;1225507773;
53411579;1225507773;1207477817;
53411579;1207477817;1207477833;
53411579;1207477833;1207477834;
53411579;1207477834;1207477837;
53411579;1207477837;4127564219;
53411579;4127564219;1207480718;
53411579;1207480718;269543064;
53411579;269543064;675314813;
53411579;675314813;1225507812;
53411579;1225507812;3024673666;
105862501;1218954964;302627814;
105862501;302627814;302627816;
105862501;302627816;302627820;
105862501;302627820;302627823;
105862501;302627823;302627826;
105862501;302627826;302627832;
105862501;302627832;302627834;
105862501;302627834;302627837;
105862501;302627837;302627489;
105862501;302627489;302627466;
105862501;302627466;1366792168;
105862501;1366792168;1366790903;
105862501;1366790903;2689975899;
105862501;2689975899;3276871366;
25338275;276086213;276086225;
25338275;276086225;269542973;
25338163;269542970;276085171;
25338163;276085171;276085114;
25338181;276085296;276085302;
25338181;276085302;276085303;
25338181;276085303;276085121;
25338158;276085121;276085124;
25338158;276085124;269542962;
25338156;276085110;2793689284;
25338156;2793689284;2793689285;
25338156;2793689285;276085111;
25338156;276085111;276085112;
25338156;276085112;276085113;
25338156;276085113;2793689277;
25338156;2793689277;2793689278;
25338156;2793689278;276085114;
25338156;276085114;2793689279;
25338156;2793689279;276085115;
25338156;276085115;276085116;
25338156;276085116;2793689280;
25338156;2793689280;2793689281;
